correct	remote	native	IST	remote	native	JSR310	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	IST	thick remote	jdbc	JSR310	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	IST	local	native	JSR310	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	IST	thick local	jdbc	JSR310	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	IST	remote	native	JSR310	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	IST	thick remote	jdbc	JSR310	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	remote	jdbc	calendarized	EST5EDT	2019-09-08		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	thick remote	jdbc	calendarized	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
correct	remote	native	IST	local	jdbc	calendarized	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	local->remote	jdbc	calendarized	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
correct	remote	native	IST	thick local	jdbc	calendarized	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	remote	jdbc	calendarized	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	IST	thick remote	jdbc	calendarized	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909	
correct	remote	native	IST	remote	binary	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	remote	jdbc	legacy	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
correct	remote	native	IST	remote	native	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	thick remote	jdbc	legacy	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
INVALID	remote	native	IST	local	binary	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
correct	remote	native	IST	local	jdbc	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	local	native	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
INVALID	remote	native	IST	local->remote	jdbc	legacy	Europe/Moscow	2019-09-08		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	IST	thick local	jdbc	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	IST	remote	binary	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	IST	remote	jdbc	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	IST	remote	native	legacy	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909	
INVALID	remote	native	IST	thick remote	jdbc	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	IST	remote	jdbc	literal	EST5EDT	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	IST	remote	native	literal	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
INVALID	remote	native	IST	thick remote	jdbc	literal	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.09	
INVALID	remote	native	IST	local	jdbc	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	IST	local	native	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
INVALID	remote	native	IST	local->remote	jdbc	literal	Europe/Moscow	2019-09-08		22:39:09		2019-09-08 23:39:09.09	
INVALID	remote	native	IST	thick local	jdbc	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	IST	remote	jdbc	literal	IST	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	IST	remote	native	literal	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	IST	thick remote	jdbc	literal	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.09	
INVALID	remote	native	IST	remote	binary	modern	EST5EDT	2019-09-09		16:09:09		2019-09-09 16:09:09.909	
INVALID	remote	native	IST	remote	jdbc	modern	EST5EDT	2019-09-08		09:09:09		2019-09-09 09:09:09.909	
correct	remote	native	IST	remote	native	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909	
correct	remote	native	IST	thick remote	jdbc	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909	
INVALID	remote	native	IST	local	binary	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909	
INVALID	remote	native	IST	local	jdbc	modern	Europe/Moscow	2019-09-08		02:09:09		2019-09-09 02:09:09.909	
INVALID	remote	native	IST	local	native	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909	
INVALID	remote	native	IST	local->remote	jdbc	modern	Europe/Moscow	2019-09-08		09:09:09		2019-09-09 09:09:09.909	
correct	remote	native	IST	thick local	jdbc	modern	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.909	
INVALID	remote	native	IST	remote	binary	modern	IST	2019-09-09		06:39:09		2019-09-09 06:39:09.909	
INVALID	remote	native	IST	remote	jdbc	modern	IST	2019-09-09		06:39:09		2019-09-09 06:39:09.909	
INVALID	remote	native	IST	remote	native	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909	
INVALID	remote	native	IST	thick remote	jdbc	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909	
correct	remote	native	EST5EDT	remote	native	JSR310	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	EST5EDT	thick remote	jdbc	JSR310	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	EST5EDT	local	native	JSR310	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	EST5EDT	thick local	jdbc	JSR310	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	EST5EDT	remote	native	JSR310	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	EST5EDT	thick remote	jdbc	JSR310	IST	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	remote	jdbc	calendarized	EST5EDT	2019-09-08		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	calendarized	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
correct	remote	native	EST5EDT	local	jdbc	calendarized	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	local->remote	jdbc	calendarized	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
correct	remote	native	EST5EDT	thick local	jdbc	calendarized	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	remote	jdbc	calendarized	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	calendarized	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909	
correct	remote	native	EST5EDT	remote	binary	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	remote	jdbc	legacy	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
correct	remote	native	EST5EDT	remote	native	legacy	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	legacy	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
INVALID	remote	native	EST5EDT	local	binary	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
correct	remote	native	EST5EDT	local	jdbc	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	local	native	legacy	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
INVALID	remote	native	EST5EDT	local->remote	jdbc	legacy	Europe/Moscow	2019-09-08		09:09:09		2019-09-09 09:09:09.0909	
correct	remote	native	EST5EDT	thick local	jdbc	legacy	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.0909	
INVALID	remote	native	EST5EDT	remote	binary	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	EST5EDT	remote	jdbc	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	EST5EDT	remote	native	legacy	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.0909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	legacy	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	EST5EDT	remote	jdbc	literal	EST5EDT	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	EST5EDT	remote	native	literal	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.0909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	literal	EST5EDT	2019-09-09		17:09:09		2019-09-09 16:09:09.09	
INVALID	remote	native	EST5EDT	local	jdbc	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	EST5EDT	local	native	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.0909	
INVALID	remote	native	EST5EDT	local->remote	jdbc	literal	Europe/Moscow	2019-09-08		22:39:09		2019-09-08 23:39:09.09	
INVALID	remote	native	EST5EDT	thick local	jdbc	literal	Europe/Moscow	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	EST5EDT	remote	jdbc	literal	IST	2019-09-08		01:09:09		2019-09-09 02:09:09.09	
INVALID	remote	native	EST5EDT	remote	native	literal	IST	2019-09-08		06:39:09		2019-09-09 06:39:09.0909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	literal	IST	2019-09-08		22:39:09		2019-09-08 23:39:09.09	
INVALID	remote	native	EST5EDT	remote	binary	modern	EST5EDT	2019-09-09		16:09:09		2019-09-09 16:09:09.909	
INVALID	remote	native	EST5EDT	remote	jdbc	modern	EST5EDT	2019-09-08		09:09:09		2019-09-09 09:09:09.909	
correct	remote	native	EST5EDT	remote	native	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909	
correct	remote	native	EST5EDT	thick remote	jdbc	modern	EST5EDT	2019-09-09		09:09:09		2019-09-09 09:09:09.909	
INVALID	remote	native	EST5EDT	local	binary	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909	
INVALID	remote	native	EST5EDT	local	jdbc	modern	Europe/Moscow	2019-09-08		02:09:09		2019-09-09 02:09:09.909	
INVALID	remote	native	EST5EDT	local	native	modern	Europe/Moscow	2019-09-09		02:09:09		2019-09-09 02:09:09.909	
INVALID	remote	native	EST5EDT	local->remote	jdbc	modern	Europe/Moscow	2019-09-08		09:09:09		2019-09-09 09:09:09.909	
correct	remote	native	EST5EDT	thick local	jdbc	modern	Europe/Moscow	2019-09-09		09:09:09		2019-09-09 09:09:09.909	
INVALID	remote	native	EST5EDT	remote	binary	modern	IST	2019-09-09		06:39:09		2019-09-09 06:39:09.909	
INVALID	remote	native	EST5EDT	remote	jdbc	modern	IST	2019-09-09		06:39:09		2019-09-09 06:39:09.909	
INVALID	remote	native	EST5EDT	remote	native	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909	
INVALID	remote	native	EST5EDT	thick remote	jdbc	modern	IST	2019-09-09		23:39:09		2019-09-08 23:39:09.909	
INVALID	remote	jdbc	IST	remote	native	EST5EDT	JSR310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	JSR310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	JSR310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	JSR310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	remote	native	IST	JSR310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	JSR310	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	calendarized	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	calendarized	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	calendarized	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	remote	jdbc	IST	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	calendarized	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909
INVALID	remote	jdbc	IST	remote	binary	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909
INVALID	remote	jdbc	IST	remote	native	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909
INVALID	remote	jdbc	IST	local	binary	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	legacy	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.0909	2019-09-09 11:39:09.0909
INVALID	remote	jdbc	IST	remote	binary	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909
INVALID	remote	jdbc	IST	remote	jdbc	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909
INVALID	remote	jdbc	IST	remote	native	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.0909	2019-09-09 02:09:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	legacy	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.09	2019-09-09 04:39:09.09
INVALID	remote	jdbc	IST	remote	native	EST5EDT	literal	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.0909	2019-09-09 18:39:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	literal	2019-09-09	Mon Sep 09 02:30:00 IST 2019	19:39:09	19:39:09	2019-09-09 18:39:09.09	2019-09-09 18:39:09.09
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.09	2019-09-09 04:39:09.09
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.0909	2019-09-09 04:39:09.0909
INVALID	remote	jdbc	IST	local->remote	jdbc	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.09	2019-09-09 02:09:09.09
INVALID	remote	jdbc	IST	thick local	jdbc	Europe/Moscow	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.09	2019-09-09 04:39:09.09
INVALID	remote	jdbc	IST	remote	jdbc	IST	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	03:39:09	03:39:09	2019-09-09 04:39:09.09	2019-09-09 04:39:09.09
INVALID	remote	jdbc	IST	remote	native	IST	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	09:09:09	09:09:09	2019-09-09 09:09:09.0909	2019-09-09 09:09:09.0909
INVALID	remote	jdbc	IST	thick remote	jdbc	IST	literal	2019-09-08	Sun Sep 08 02:30:00 IST 2019	01:09:09	01:09:09	2019-09-09 02:09:09.09	2019-09-09 02:09:09.09
INVALID	remote	jdbc	IST	remote	binary	EST5EDT	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	18:39:09	18:39:09	2019-09-09 18:39:09.909	2019-09-09 18:39:09.909
INVALID	remote	jdbc	IST	remote	jdbc	EST5EDT	modern	2019-09-08	Sun Sep 08 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909
INVALID	remote	jdbc	IST	remote	native	EST5EDT	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909
INVALID	remote	jdbc	IST	thick remote	jdbc	EST5EDT	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	11:39:09	11:39:09	2019-09-09 11:39:09.909	2019-09-09 11:39:09.909
INVALID	remote	jdbc	IST	local	binary	Europe/Moscow	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	04:39:09	04:39:09	2019-09-09 04:39:09.909	2019-09-09 04:39:09.909
INVALID	remote	jdbc	IST	local	jdbc	Europe/Moscow	modern	2019-09-08	Sun Sep 08 02:30:00 IST 2019	04:39:09	04:39:09	2019-09-09 04:39:09.909	2019-09-09 04:39:09.909
INVALID	remote	jdbc	IST	local	native	Europe/Moscow	modern	2019-09-09	Mon Sep 09 02:30:00 IST 2019	04:39:09	04:39:09	2019-09-09 04:39:09.909	2019-09-09 04:39:09.909
